35,-12.62991932773109
36,-12.894395798319325
37,-13.15887226890756
38,-13.423348739495795
39,-13.68782521008403
40,-13.952301680672266
41,-14.216778151260499
42,-14.481254621848734
43,-14.74573109243697
44,-15.010207563025205
45,-15.27468403361344
46,-15.539160504201675
47,-15.80363697478991
48,-16.068113445378145
49,-16.33258991596638
50,-16.597066386554616
51,-16.86154285714285
52,-17.126019327731086
53,-17.39049579831932
54,-17.654972268907557
55,-17.91944873949579
56,-18.183925210084027
57,-18.448401680672262
58,-18.712878151260497
59,-18.977354621848733
60,-19.241831092436968
61,-19.506307563025203
62,-19.770784033613438
63,-20.035260504201673
64,-20.29973697478991
65,-20.564213445378144
66,-20.82868991596638
67,-21.093166386554614
68,-21.35764285714285
69,-21.622119327731085
